ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_CP102199.1|integron_01|NZ_CP102199.1_158	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102295.1|integron_01|NZ_CP102295.1_17	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102295.1|integron_01|NZ_CP102295.1_18	276	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V	WP_001334766.1	UPI00000BEF7B	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
NZ_CP102295.1|integron_01|NZ_CP102295.1_19	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
NZ_CP102295.1|integron_01|NZ_CP102295.1_20	141	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3						UniRef50_A0A7Z7CFG2,UniRef90_A0A6D1P226
NZ_CP102295.1|integron_01|NZ_CP102295.1_21	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102295.1|integron_02|NZ_CP102295.1_25	227	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47					UniRef50_Q9R3A9,UniRef90_A0A1B1LSX2
NZ_CP102295.1|integron_02|NZ_CP102295.1_26	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
NZ_CP102295.1|integron_03|NZ_CP102295.1_257	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102295.1|integron_03|NZ_CP102295.1_258	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
NZ_CP102295.1|integron_03|NZ_CP102295.1_259	119	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R		UPI000655CAB0	UniRef100_A0A0X9MIK7,UniRef50_P26841,UniRef90_P50868
NZ_CP102376.1|integron_01|NZ_CP102376.1_18	94		Resolvease/recombinase					UPI00000D137B	UniRef100_A0A221ZPW9,UniRef50_A0A221ZPW9,UniRef90_A0A221ZPW9
NZ_CP102376.1|integron_01|NZ_CP102376.1_19	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
NZ_CP102376.1|integron_02|NZ_CP102376.1_21	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102376.1|integron_02|NZ_CP102376.1_22	166		Sch_012				WP_001239317.1	UPI0000DAD75D	UniRef100_A0A0K4CGP1,UniRef50_A9QNU2,UniRef90_A0A0K4CGP1
NZ_CP102376.1|integron_02|NZ_CP102376.1_23	213	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	2.3.1.28	GO:0008811,GO:0046677	COG4845,V	WP_001011939.1	UPI000049F135	UniRef100_A0A0K4CGQ1,UniRef50_P00484,UniRef90_P22615
NZ_CP102376.1|integron_02|NZ_CP102376.1_24	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102376.1|integron_02|NZ_CP102376.1_25	218	tetR(D)	tetracycline resistance transcriptional repressor TetR(D)		GO:0000976,GO:0003700,GO:0045892,GO:0046677,GO:0046872	COG1309,K	WP_000113282.1	UPI0000136BC5	UniRef100_P0ACT4,UniRef50_P0ACT4,UniRef90_P0ACT4
NZ_CP102394.1|integron_01|NZ_CP102394.1_92	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102394.1|integron_01|NZ_CP102394.1_93	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
NZ_CP102481.1|integron_01|NZ_CP102481.1_25	246	blaIMP-56	subclass B1 metallo-beta-lactamase IMP-56	3.5.2.6	GO:0008800		WP_063860617.1	UPI000739408A	UniRef100_A0A0U2ULS0,UniRef50_P52699,UniRef90_Q5U807
NZ_CP102481.1|integron_01|NZ_CP102481.1_26	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_A5YVY0
NZ_CP102481.1|integron_01|NZ_CP102481.1_27	275	blaOXA-2	oxacillin-hydrolyzing class D beta-lactamase OXA-2	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0046677		WP_001007673.1	UPI0000000BD0	UniRef100_P0A1V9,UniRef50_O84955,UniRef90_P0A1V9
NZ_CP102481.1|integron_01|NZ_CP102481.1_28	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102491.1|integron_01|NZ_CP102491.1_30	159		hypothetical protein					UPI00000B6DF3	UniRef100_Q75QR0,UniRef90_A0A0A0YVS5
NZ_CP102491.1|integron_01|NZ_CP102491.1_31	157	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	1.5.1.3	GO:0004146				UniRef50_P95524,UniRef90_K9M352
NZ_CP102501.1|integron_01|NZ_CP102501.1_154	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102501.1|integron_01|NZ_CP102501.1_155	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
NZ_CP102501.1|integron_01|NZ_CP102501.1_156	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
NZ_CP102547.1|integron_01|NZ_CP102547.1_62	83		Recombinase family protein				WP_000531311.1	UPI000011E3C7	UniRef100_A0A236MCT2,UniRef50_Q5J464,UniRef90_A0A236MCT2
NZ_CP102547.1|integron_01|NZ_CP102547.1_63	274	blaOXA-9	oxacillin-hydrolyzing class D beta-lactamase OXA-9	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0046677		WP_000722315.1	UPI0000005703	UniRef100_P0A3M4,UniRef50_P0A3M4,UniRef90_P0A3M4
NZ_CP102547.1|integron_01|NZ_CP102547.1_64	258	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47	GO:0005524,GO:0009012,GO:0046677,GO:0070566				UniRef50_P0AG05,UniRef90_P0AG06
NZ_CP102547.1|integron_01|NZ_CP102547.1_65	201	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82	GO:0046677,GO:0047663			UPI000000170C	UniRef100_P19650,UniRef50_P19650,UniRef90_P19650
NZ_CP102548.1|integron_01|NZ_CP102548.1_28	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
NZ_CP102548.1|integron_01|NZ_CP102548.1_29	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
NZ_CP102548.1|integron_01|NZ_CP102548.1_30	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102553.1|integron_01|NZ_CP102553.1_104	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102553.1|integron_01|NZ_CP102553.1_105	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
NZ_CP102553.1|integron_01|NZ_CP102553.1_106	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
NZ_CP102553.1|integron_01|NZ_CP102553.1_107	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102553.1|integron_01|NZ_CP102553.1_108	108		Recombinase family protein				WP_257874033.1	UPI002150EDA8	UniRef100_UPI002150EDA8,UniRef50_A0A6C7H1M7,UniRef90_A0AAJ2KV23
NZ_CP102637.1|integron_01|NZ_CP102637.1_50	199	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82				UPI0002689161	UniRef100_W5XIZ6,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102637.1|integron_01|NZ_CP102637.1_51	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
NZ_CP102637.1|integron_01|NZ_CP102637.1_52	933	tnpA	Tn3 family transposase		GO:0003677,GO:0004803,GO:0006313	COG4644,X	WP_021512645.1	UPI0000DF044D	UniRef100_G1CCP5,UniRef50_P03008,UniRef90_P03008
NZ_CP102637.1|integron_01|NZ_CP102637.1_53	234	tnp	IS6 family IS15 transposase		GO:0004803	COG3316,X	WP_001067858.1	UPI0000061470	UniRef100_Q6SJ60,UniRef50_Q6SJ60,UniRef90_Q6SJ60
NZ_CP102637.1|integron_01|NZ_CP102637.1_54	183		integron integrase						UniRef50_Q8VQB8,UniRef90_UPI002556938A
NZ_CP102641.1|integron_01|NZ_CP102641.1_4	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102641.1|integron_01|NZ_CP102641.1_5	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
NZ_CP102673.1|integron_01|NZ_CP102673.1_158	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102673.1|integron_01|NZ_CP102673.1_159	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
NZ_CP102673.1|integron_01|NZ_CP102673.1_160	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
NZ_CP102676.1|integron_01|NZ_CP102676.1_70	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
NZ_CP102676.1|integron_01|NZ_CP102676.1_71	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
NZ_CP102676.1|integron_01|NZ_CP102676.1_72	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102688.1|integron_01|NZ_CP102688.1_128	88	mobC	MobC				WP_001144737.1	UPI000182469C	UniRef100_T2FLB2,UniRef50_A0A2Z2H7T6,UniRef90_T2FLB2
NZ_CP102688.1|integron_01|NZ_CP102688.1_129	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
NZ_CP102688.1|integron_02|NZ_CP102688.1_144	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102688.1|integron_02|NZ_CP102688.1_145	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
NZ_CP102688.1|integron_02|NZ_CP102688.1_146	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
NZ_CP102688.1|integron_02|NZ_CP102688.1_147	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102688.1|integron_02|NZ_CP102688.1_148	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102688.1|integron_02|NZ_CP102688.1_149	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
NZ_CP102688.1|integron_02|NZ_CP102688.1_150	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
NZ_CP102690.1|integron_01|NZ_CP102690.1_11	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102690.1|integron_01|NZ_CP102690.1_12	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
NZ_CP102690.1|integron_01|NZ_CP102690.1_13	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
NZ_CP102690.1|integron_01|NZ_CP102690.1_14	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
NZ_CP102690.1|integron_01|NZ_CP102690.1_15	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102693.1|integron_01|NZ_CP102693.1_151	157	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	1.5.1.3	GO:0004146				UniRef50_P95524,UniRef90_K9M352
NZ_CP102693.1|integron_01|NZ_CP102693.1_152	159		hypothetical protein					UPI00000B6DF3	UniRef100_Q75QR0,UniRef90_A0A0A0YVS5
NZ_CP102699.1|integron_01|NZ_CP102699.1_9	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102699.1|integron_01|NZ_CP102699.1_10	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
NZ_CP102699.1|integron_01|NZ_CP102699.1_11	157	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146		WP_001389366.1	UPI00000B8316	UniRef100_Q7BPP7,UniRef50_P95524,UniRef90_Q7BPP7
NZ_CP102817.1|integron_01|NZ_CP102817.1_2	177	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	2.7.7.46	GO:0008871,GO:0046677,GO:0046872		WP_000381802.1	UPI000000029A	UniRef100_P0AE04,UniRef50_P0AE04,UniRef90_P0AE04
NZ_CP102817.1|integron_01|NZ_CP102817.1_3	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
NZ_CP102817.1|integron_01|NZ_CP102817.1_4	68		hypothetical protein						UniRef50_A0A1J0QZY8,UniRef90_A0A1J0QZY8
NZ_CP102817.1|integron_01|NZ_CP102817.1_5	263	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677		WP_001261740.1	UPI00000B27E9	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
NZ_CP102817.1|integron_02|NZ_CP102817.1_9	287	blaGES-12	extended-spectrum class A beta-lactamase GES-12	3.5.2.6	GO:0005576,GO:0008800,GO:0030655,GO:0046677		WP_063860500.1	UPI0001B80FD4	UniRef100_C8ZLL4,UniRef50_Q9KJY7,UniRef90_Q9KJY7
NZ_CP102817.1|integron_02|NZ_CP102817.1_10	172	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82				UPI00000B662F	UniRef100_Q8GDC2,UniRef50_Q849Y4,UniRef90_Q8GDC2
NZ_CP102817.1|integron_02|NZ_CP102817.1_11	157	dfrA7	trimethoprim-resistant dihydrofolate reductase DfrA7	1.5.1.3	GO:0004146,GO:0005829,GO:0006730,GO:0031427,GO:0046452,GO:0046654,GO:0046655,GO:0046677,GO:0050661		WP_000703418.1	UPI000000029E	UniRef100_P27422,UniRef50_P11731,UniRef90_P27422
NZ_CP102817.1|integron_02|NZ_CP102817.1_12	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102828.1|integron_01|NZ_CP102828.1_80	182	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI000023701A	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
NZ_CP102828.1|integron_01|NZ_CP102828.1_81	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
NZ_CP102828.1|integron_01|NZ_CP102828.1_82	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102828.1|integron_02|NZ_CP102828.1_113	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102828.1|integron_02|NZ_CP102828.1_114	276	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V	WP_001334766.1	UPI00000BEF7B	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
NZ_CP102828.1|integron_02|NZ_CP102828.1_115	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
NZ_CP102828.1|integron_02|NZ_CP102828.1_116	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
NZ_CP102828.1|integron_02|NZ_CP102828.1_117	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102834.1|integron_01|NZ_CP102834.1_126	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102834.1|integron_01|NZ_CP102834.1_127	281	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	2.7.7.47			WP_001749984.1	UPI000174F1BA	UniRef100_A0A068B2M4,UniRef50_P0AG05,UniRef90_B3V3X6
NZ_CP102834.1|integron_01|NZ_CP102834.1_128	157	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	1.5.1.3	GO:0004146			UPI00017219FA	UniRef100_A0A8E8H195,UniRef50_P11731,UniRef90_B2ZNP4
NZ_CP102834.1|integron_01|NZ_CP102834.1_129	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
NZ_CP102834.1|integron_01|NZ_CP102834.1_130	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
NZ_CP102839.1|integron_01|NZ_CP102839.1_100	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
NZ_CP102839.1|integron_01|NZ_CP102839.1_101	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
NZ_CP102842.1|integron_01|NZ_CP102842.1_15	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
NZ_CP102842.1|integron_01|NZ_CP102842.1_16	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
NZ_CP102842.1|integron_01|NZ_CP102842.1_17	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102854.1|integron_01|NZ_CP102854.1_128	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
NZ_CP102854.1|integron_01|NZ_CP102854.1_129	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
NZ_CP102854.1|integron_01|NZ_CP102854.1_130	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
NZ_CP102854.1|integron_01|NZ_CP102854.1_131	276	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V	WP_001334766.1	UPI00000BEF7B	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
